project,desc,knowledge
pandas,"I suspect we could do a bit to make the performance of this less awful, but not nearly as much as `.agg` does...",Performance Attributes
scikit-learn,"Raise a performance warning that the vectorizer earlier in the pipeline, probably  `CountVectorizer()` should be initialized with `dtype=np.float`",Misc
numpy,"ENH: vectorize np.abs for unsigned ints and half, improving performance up to 12x",Performance Attributes
pandas,"In particular, we're now getting a `7-8x` speedup in `nansum()` and `nanmean()` for `int64` data.",Performance Attributes
scipy,This minimal version in python is actually slower that the full `lfilter` call.,Alternatives
scipy,I was surprised to find `brute` to be very inefficient at much simpler problems.,Performance Attributes
numpy,Some more testing shows that the slowdown for the wrapped multivariate normal is almost exclusively due to the extra malloc required when first generating the normals and then calling `dot`.,"Implementation or Internal Aspects, Purpose & Rationale"
tensorflow,Our pipeline appears to follow the [`tf.data` performance guidelines](https://www.tensorflow.org/guide/data_performance) except for not using `tf.data.experimental.AUTOTUNE` -- using this parameter doesn't recover performance either.,"Usage Practice, Reference"
scikit-learn,"The most inefficient and optimizable bit seems to be `ind_X_embedded = np.argsort(dist_X_embedded, axis=1)[:, 1:n_neighbors + 1]` that is sorting the full X_embedded but only keeps the top n_neighbors.","Implementation or Internal Aspects, Purpose & Rationale"
numpy,numpy.ndarray.newbyteorder much slower in numpy1.10,Performance Attributes
pandas,"The `axis` argument is actually flipped here anyway, `df.dropna(axis=0)` leads to the `axis == 1` path, which leads to the `.values` performance issue you noted.",Purpose & Rationale
tensorflow,tf.cumsum low performance in 1.12.0,Performance Attributes
pandas,"The latter must assume an `ExtensionArray`, so is intrinsically slower.",Purpose & Rationale
scikit-learn,"With your data, I think, `NearestNeighbors(algorithm='auto')` will choose the ball tree NN backend, while, because it is high dimensional data, brute force would be faster.",Purpose & Rationale
numpy,The performance benefit for `stack` is somewhat marginal (perhaps it should be,Performance Attributes
numpy,"This adds an optional output argument for np.dot, for extra performance (I measured a significant different for very large matrices).",Purpose & Rationale
pandas,"@kermit666 and I are taking the route of ""sprinkling with `pandas.compat`"" since we think this might be easier/faster than #5221 as there was no recent activity there.",Purpose & Rationale
pandas,Benchmarking my application with v0.12.0 against 549a3902e2311c1c9cc3b065effe1f67d510475e found a 48x slowdown in `Series.combine_first` when using a `DatetimeIndex` with `MonthEnd` offsets.,Performance Attributes
tensorflow,"Using `tf.train.ProfilerHook`, I have generated the following performance profile for Tensorflow 1.13.1: ![profile](https://user-images.githubusercontent.com/448023/59034033-71e11c80-886a-11e9-9fd6-d590a61b82eb.PNG).",Misc
scikit-learn,`RidgeCV` currently inefficiently solves the normal equations when sparse matrices are solved and `'auto'` is selected as a solver.,Implementation or Internal Aspects
tensorflow,"I'm also showing a huge performance regression and increase in memory using in the model, even with the @tf.function decorator...",Performance Attributes
scikit-learn,"so while the compute time of  `pairwise_distances` keeps increasing as you use more CPU cores, using a shared array to store the results allows to at least to see some improvement with larger number of CPU cores (though the scaling is not great and it still does not beat single core performance)...",Usage Practice
pandas,"I agree that the df should be considered immutable - my first example is poor (and in fact has terrible performance, a `.copy()` fixes that though).",Usage Practice
numpy,"until i realized this can be very inefficient with large input array ; Indeed compared to a simple reshaped vstack(), it can be an order of magnitude slower, as it happens that many `PySequence_GetItem()` are called unneededly on every individual items of the arrays.","Usage Practice, Implementation or Internal Aspects"
pandas,You can use `idxmax()` and `value_counts` but I agree with @j-musial that it's a computational waste just to get the most frequent.,Usage Practice
numpy,DOC: remove performance claim from searchsorted(),Misc
pandas,"Parsing the dates automatically using `read_csv` (with the keywords `parse_dates` and `date_parser`) is actually slower than reading the file without parsing any dates, manually putting the date columns together and then using `pandas.to_datetime` function on the newly created column to parse the dates.","Usage Practice, Alternatives"
tensorflow,"Btw, context.executing_eagerly() will also return False if your model is wrapped by tf.function, since it will use graph mode for performance reason.",Functionality & Behavior
pandas,The main reason that I am raising this is that `__contains__` checking has quite some implications (which is of course also the reason you speeded it up!,Purpose & Rationale
scikit-learn,It seems `np.random.permutation` is way slower than `random.sample`.,Alternatives
scikit-learn,"I'm about to do a PR to scipy using most of these enhancements, and also speeding up `pinv2` by computing only the needed singular vectors.",Misc
scikit-learn,No wonder `ddot` is faster.,Performance Attributes
pandas,`nlargest` doesn't sort the values (which is part of why it's faster).,"Functionality & Behavior, Purpose & Rationale"
scipy,"The current defaults are similar to scikit-learn (`sklearn.neighbors.KDTree`), which was usually faster than `scipy.spatial.cKDTree` up to version 0.15.x.",Alternatives
tensorflow,"Interestingly, if you do np.array(tensor) there's no slowdown, it's only if you do np.array(list_of_tensors).",Usage Practice
pandas,use `.to_dict` or `.to_json` are WAY faster.,Alternatives
numpy,"`recarray` is implemented in pure python, so it's bound to be slower.","Implementation or Internal Aspects, Purpose & Rationale"
numpy,"In the common case where the array is C-contiguous, `dot` seems to be the fastest solution:",Usage Practice
scikit-learn,And on my computer the implementation based on `roc_auc_score` is roughly 2x faster than that based on `recall_score`.,Alternatives
pandas,"Simply moving an `isinstance()` check into `_maybe_convert_freq()` yields a 35x speedup on windows due to eliminating import overhead, so we probably will want to move `to_offset` into cython even if we do not merge the two functions here.",Purpose & Rationale
pandas,"(and will be significantly faster than using `to_records`, btw), not to mention that it save indices and almost all dtypes.",Alternatives
pandas,@gfyoung `d87ca1c723154b09a005f865a06a38d4bb82917c` was the first commit in which this problem existed and the commit message was `Cythonized GroupBy Fill` and was aimed at improving performance of `GroupBy.ffill & GroupBy.bfill` on issue #11296 and #1967,Misc
numpy,"Also, I think almost anything will be faster than the current call to `einsum`...",Performance Attributes
scipy,ENH: small speedup for stats.gaussian_kde,Misc
numpy,"I checked then the performance of both setups calling `numpy.exp` but with vectors of 1 element, and the performance difference didn't go beyond ~6.5%.",Performance Attributes
pandas,"We could make it faster by increasing the chunk size or doing fewer `concat`s, but at the cost of more memory usage.","Implementation or Internal Aspects, Purpose & Rationale"
tensorflow,"`tf.add_n` is memory bandwidth limited, so there should be negligible slowdown.",Performance Attributes
numpy,"So any user reliant on `NaN`-masking currently sees a `~7.3x` speedup by using `int`s instead of `bool`s for storing `bool` data, which encourages use of overly broad types for performance reasons.",Usage Practice
scipy,"question here seems answered, and gh-9212 has more details about `eig`/`eigh` performance and a suggested fix.",Reference
pandas,"If you do many indexing operations (which is not most of the time not a good usage of course, but not always avoidable), the ObjectEngine is even for large arrays still a lot faster as the MultiIndexEngine (because in such case the faster `get_loc` outweighs the slower initial creation).",Purpose & Rationale
tensorflow,"   I know i can use placeholder, but I want to use tf.data.dataset as it's faster.",Performance Attributes
pandas,"I ran a little `to_json()` timing test over a bunch of commits, and I believe 2 slowdowns are being introduced since 0.12, a smaller one and a larger one.",Performance Attributes
pandas,I assume other slowness is caused by `categorical` condition moved to the top.,Implementation or Internal Aspects
scipy,Modifications to the `kolmogi(p)` code make it both faster (~4x) and more accurate for p>0.5.,Misc
scipy,"Despite only needing to return the first value and being pretty much the same function, stats.mode is much slower than find_repeats (which appears to be a very thin wrapper around a fortran function), here's some benchmarking:",Alternatives
tensorflow,"For an example of tf.data static optimization, see https://github.com/tensorflow/tensorflow/blob/00ae12ad8bf5c348e4c31448e3922cbaab54cc03/tensorflow/core/grappler/optimizers/data/map_and_batch_fusion.cc (this optimization replaces `map(...).batch(...)` with `map_and_batch(...)`, also for the sake of performance).",Alternatives
scipy,I did some browsing through all the `cKDTree` benchmarks and while we get a major improvement for 0.16.x there are a few things that got a lot slower.,Performance Attributes
tensorflow,"@ruanchong is correct, and `sequence_length` indeed is for correctness not for performance, so is `mask` in `tf.keras.layers.RNN.__call__`",Purpose & Rationale
scikit-learn,"> I still think the best solution is to implement libsvm's predict() in pure cython, this would go oh-so-much faster imho.",Misc
scipy,"As I said, +1 for merging this, even if `rankdata` gets a bit slower.",Performance Attributes
pandas,DataFrame.to_string bad performance,Performance Attributes
numpy,"Otherwise for 'normal' strides (for example [1024, 4]) ``fftshift`` is always faster, which makes this PR obsolete.",Alternatives
numpy,"Subject: Re: [numpy/numpy] np.array(string_array.tolist(), dtype=int) is faster than without the .tolist() (#11014)",Alternatives
pandas,I used to experience bad performance when applying the `add` method directly without slicing using `loc`.,Usage Practice
scipy,"In my benchmarks (g++ on x86-64), it seems a bit faster than the CEPHES library code (scipy/special/cephes/dawsn.c) that SciPy is currently using for the special.dawsn function, while attaining similar accuracy.",Implementation or Internal Aspects
pandas,#25743 introduced a performance regression in `Series` `MultiIndex` statistical operations.,Reference
pandas,There is more than 1000x performance difference between `Series.clip` and `numpy.clip`:,Alternatives
scikit-learn,"In fact, if m/n<5 LOBPCG algorithm does not even run - the lobpcg code simply switches inside to the standard LAPACK solver, moreover, does it very inefficiently, see https://github.com/scipy/scipy/issues/10983, (the user is not expected to run `lobpcg` for over 20% of eigenvalues, so nobody paid attention to this before).",Implementation or Internal Aspects
numpy,numpy.matmul speedup for multidimensional arrays,Misc
pandas,I was planning to avoid converting `RangeIndex` to `Int64Index` as much as possible but at a certain point operations on a numpy array will probably become faster than running through as list of different `RangeIndex` contained in a `CompoundRangeIndex`...,Alternatives
pandas,"If in `pd.read_hdf(..., columns=['col_name], ...)` we have only one column, then it would be much faster to use `store.select_column()` instead of `store.column()`.","Implementation or Internal Aspects, Alternatives"
scipy,"  - stage 1: (explore the possibility of) cythonizing the `SphericalVoronoi` algorithm to squeeze out as much performance as we can without having to reimplement the entire algorithm [you can see I've started simple with the point sorting component in #6768, but chipping away at other parts is on the to-do list]",Purpose & Rationale
pandas,"There were no performance tests for `.loc` previously, so this snuck through (in #8003).",Purpose & Rationale
pandas,"When using the `.loc` indexer on a large frame with sorted datetimeindex, selection is ~2500 times slower than just the indexing operator itself.",Usage Practice
scipy,"> `scipy.sparse.csgraph.maximum_bipartite_matching` now allows non-square inputs, no longer requires a perfect matching to exist, and has improved performance.",Misc
scipy,I think the purpose of the test for  `assert_(res.nfev < 40)` is to ensure that the method is operating efficiently.,Purpose & Rationale
pandas,so it IS possible for int64 index as `.searchsorted` would be faster.,Purpose & Rationale
scipy,"I'm a little conflicted about using `rfft`, preserving odd vs. even sample count and having a speedup is nice, but the real output array (i.e.",Performance Attributes
scipy,I just read the code for `stats.percentileofscore` and wondered if we could boost its performance slightly by using binary search instead of linear search when attempting to find the score's index in the array.,Misc
scipy,"scipy.special.kolmogorov(x)/kolmogi(p) inefficient, inaccurate near x=0, p=1",Performance Attributes
pandas,"Note that using `.values` is pretty inefficient, nor does numpy support these extended dtypes.",Usage Practice
numpy,outperform `np.digitize`.,Alternatives
pandas,"Actually, I had to degrade the performance of `.str.cat` in #22725 due to some PY2/bytes tests, which is why I started working on #23167 (to restore it after forbidding bytes).",Purpose & Rationale
numpy,"should be easy to speedup, seems the tolist() in it does not need to run when the arrays actually match","Purpose & Rationale, Implementation or Internal Aspects"
tensorflow,"If you configure that setting the flag of a single `LSTMCell` to `False` and that of a `MultiRNNCell` to `True`, it would work well, although warnings would occur and there would be some degradation on performance.",Performance Attributes
gensim,"So, slowest method is `adjust_vectors` (by `_ft_hash` reason)",Performance Attributes
pandas,I recently upgraded from pandas 0.17.1 to 0.18.1 and ran into a performance regression with DataFrame.to_csv:,Performance Attributes
gensim,"On our benchmarks, training `Word2Vec` on English Wikipedia dump is **370% faster** with `corpus_file` than training with `sentences` (see the attached jupyter notebook with the code).",Performance Attributes
tensorflow,"Adding shuffling during the definition of a `tf.data.Dataset` Graph results in a progressive slowdown during the iterations that consume the data, up to the start of a new epoch (when restarting an iteration over the full dataset).","Functionality & Behavior, Implementation or Internal Aspects"
numpy,"When I concat an array (b=np.concatenate([b,a],0)) many times, the performance goes down.",Usage Practice
scikit-learn,One trick for faster checks for nans is to do np.isnan(np.sum(X)).,Usage Practice
pandas,`is_monotonic` will have a performance degradation (still O(n) time) in cases where the Index is decreasing monotonic.,Performance Attributes
numpy,"1) This patch does not significantly improve performance of `sqrt`, `reciprocal`, `square `and `absolute `for stride = 1 (as can be seen in the performance numbers).",Misc
numpy,"instead of adding a inverse flag you could use `np.where(mask, arr, 0)` should be faster for large arrays too (at least with ddr2 ram, possibly also with ddr3 as the branches are predictable)","Usage Practice,Alternatives"
numpy,Letting `multiply` do the casting makes things about 30% faster overall.,Purpose & Rationale
tensorflow,And it makes 4~5 times slower on Windows than I have run on Linux when I allocated CPU for `tf.one_hot` module.,Environment
tensorflow,"To allow the `StaticHashTable` to work efficiently, I batched the inputs in that mode in groups of 1000:",Purpose & Rationale
scikit-learn,"In my quick tests (on sparse data), the latter was actually faster and should yield comparable results that are also consistent between predict and `predict_proba`.",Alternatives
pandas,"https://github.com/pandas-dev/pandas/pull/20522 is doing some work so that `pd.core.algos(categorical)` dispatches to a specialized (faster) `.isin`, so the additional work will be small.",Purpose & Rationale
pandas,It looks like on Python 3.7.1 ``pandas._libs.lib.maybe_convert_numeric`` is 3X slower than on Python on 3.5.2,Misc
scikit-learn,This makes `KNeighborsClassifier.predict` faster by re-writing `scipy.stats.mode` as an argmax of a sparse array as discussed in the parent issue.,Purpose & Rationale
scikit-learn,"1) There is no method in `StratifiedKFold` to get multiple folds at once, therefore we have a trade-off between approximation precision and performance in k; in any case, it would be much slower than direct implementation (e.g.",Purpose & Rationale
scipy,"The erf\* functions are implemented via low-order Pade approximations + computing exp(x), so it's only some tens of floating point operations slower than computing exp(x).",Implementation or Internal Aspects
scikit-learn,There's no reason to use `KNeighborsClassifier` if it's much slower.,Usage Practice
numpy,"Due to that, my current hypothesis is that inside `numpy.exp` there is some call to a function defined in `libpython2.7.so` that is way faster when compiled with intel compilers than when compiled with gcc.","Implementation or Internal Aspects, Purpose & Rationale"
pandas,Even if I hack up a quick 'describe' function with concat and transpose its quite a bit faster than df.describe().,Alternatives
pandas,Inside `factorize` it slows 2 times: 1. when factorizing itself and 2. when sort factorized level.,Implementation or Internal Aspects
pandas,"The second method that I have tried is `for row in df.values`, which is significantly faster.",Usage Practice
tensorflow,"Making the `gather` op kernel to multi-thread gain about 10x speedup, relate to [PR](https://github.com/tensorflow/tensorflow/pull/12246) and [11709](https://github.com/tensorflow/tensorflow/issues/11709).",Usage Practice
tensorflow,"Implementing a `LMDBDataset` class that inherits from `tf.data.Dataset` will allow users to load LMDB data with the friendly tf.data API, and also use [`tf.contrib.data.make_batched_features_dataset`](https://www.tensorflow.org/api_docs/python/tf/contrib/data/make_batched_features_dataset), which applies the most up-to-data performance optimization for loading data.",Implementation or Internal Aspects
scipy,"The matplotlib version is much faster, but can't handle multidimensional arrays the way the current signal.welch can, so I'll be sure to implement that as well.",Alternatives
scikit-learn,"Take home message: According to their blog post, `WiseRFClassifier` was 7.19x faster than `RandomForestClassifier`.",Alternatives
numpy,"I've tried other functions like convolve(), but they don't produce the same slowdown.",Alternatives
scikit-learn,"On `plot_faces_decomposition`, I have a 2,5x improvement in `dict_learning_online` performance using `cd` and bypassing checks.",Performance Attributes
pandas,> the standard way as of now to (inefficiently) obtain the same result is precisely mi.get_level_values(level).unique(),Usage Practice
numpy,A similar speedup could be made for `histogramdd`,Misc
scipy,"With 4 workers and with a 0.01s sleep put into the `rosen` function, the speedup is a factor of 1.4 compared to the normal differential evolution code on 1 processor.","Performance Attributes, Environment"
pandas,Fix performance regression in Series.asof by avoiding pre-computing nulls and returning value by indexing the underlying ndarray.,Implementation or Internal Aspects
scipy,"In particular, some of the changes in scipy.sparse introduced some slowdowns (non-negligible, although non-catastrophic) that may be possible to recover.",Performance Attributes
tensorflow,"@yaroslavvb if you think the tf.data should close the %25 performance gap between other frameworks, i can try it.",Misc
scipy,"This PR adds `linalg.pinv3`, which is faster than either `linalg.pinv` or `linalg.pinv2`.",Alternatives
scikit-learn,I also tried reusing `cg` from `scipy.sparse.linalg` but got worse performance.,Implementation or Internal Aspects
numpy,Rationale: This would sidestep the issue of poor ufunc.at performance (#5922) at least for the `add` ufunc.,Purpose & Rationale
pandas,"1) `take` doesn't handle nested list arrays and 2) even if it did, nested list arrays are inefficient and `take` is a cornerstone op in pandas so wouldn't be acceptable performance wise",Purpose & Rationale
numpy,"BTW, I think that most of numpy.fft's slowness compared to scipy is explained by the many calls to `_check_size()` in helper.py.",Implementation or Internal Aspects
scikit-learn,"Regarding benchmarking, as @jnothman mentioned this PR has no computational impact on `predict` or even on `fit` unless OOB scoring is used.",Misc
tensorflow,"Now, if I decorate the call method with tf.function, I get a very significant runtime speedup when feeding it eager tensors and such during development; however, when I build a tf.keras.Model using one or more such layers, the tf.function decoration no longer has any effect on runtime.",Usage Practice
scipy,"Since scipy.optimize.brute  (although inefficient) is guaranteed to work for any kind of optimization problem, it would be really helpful to have the same switch for this method as well.",Purpose & Rationale
pandas,turns out it's because a `datetime64` `Series` with an `Int64Index` compares faster than a `datetime64` `Series` with a `DatetimeIndex`.,Alternatives
tensorflow,* [Better performance with tf.function and AutoGraph](https://www.tensorflow.org/guide/function),Reference
scikit-learn,Also `dense_output=True` in `safe_sparse_dot` is not implemented efficiently at the moment.,Implementation or Internal Aspects
scipy,@e-q you could now try using `scipy.signal.resample_poly` to see if it's faster than `filtfilt` for some cases.,Alternatives
tensorflow,"@carlthome , generating a batch is significantly slower than a single training step, so unfortunately, using `prefetch` doesn't help.",Usage Practice
numpy,"Also, building the axis lists directly should be a lot faster than incurring list comprehensions, then the type conversion and error checking that occurs in `moveaxis`.",Usage Practice
scikit-learn,I provided an example demonstrating how much faster this is than using the default `GridSearchCV`.,Alternatives
pandas,"There's still a dataset that is split to about several thousand blocks each of which is processed separately and small things, like Series.dot and Series.where, add up to ~50% of slowdown on master branch.",Performance Attributes
tensorflow,"I could imagine, that the `tf.nn_batch_normalization` is faster (more code in C++?).",Alternatives
tensorflow,"From what I understand, `gather`s aren't particularly economical, so I imagine there's plenty of performance optimization to go from there (though possibly not in python).",Performance Attributes
pandas,"So this PR improves first-time calls to ``is_unique`` and also makes calling ``is_unique`` and  ``is_monotonic*`` in succesion faster, as both are set simultaneously.",Misc
numpy,I don't have a great idea what numpy programs actually have the performance of the `BitGenerator` as a significant bottleneck.,Performance Attributes
pandas,"In fact, **even `.at` is slower than `.ix` for retrieving a single element**.",Alternatives
scipy,scipy.special.binom is 2-3x faster than the Python `math.factorial` using comb() discussed in that stackoverflow post.,Alternatives
scikit-learn,"scipy.sparse will automatically downcast it when possible, and it's a relatively small array so there is no need to worry about performance cost.",Purpose & Rationale
pandas,It seems that pandas.DataFrame operations on Index with timezone-aware dates is order of magnitude slower than on regular datetimes.,Performance Attributes
pandas,So it looks like `np.in1d` is only faster if there are less than 5 elements in the second array.,Performance Attributes
numpy,[Feature Request] Improve linalg.inv performance,Misc
numpy,"At this stage, I find most other computations I'm doing have been well optimized excepting `min` and `max`.",Performance Attributes
tensorflow,"tf.signal CPU FFT implementation is slower than NumPy, PyTorch, etc.",Alternatives
