project,desc,knowledge
pandas,The calculation of numpy.ndarray should be faster than that of pandas.core.series.Series.,alternatives
pandas,I believe that adding sort=False will speed up the groupby operation.,attributes
sklearn,"Typically, if the whole dataset will fit in memory, it is somewhat more performant to just download the whole thing and call fit once (in which case you could actually use the nltk SklearnClassifier).",practice
scipy,"After going through the net, I found that the efficient way of calculating euclidean distance between pairs of points is by using scipy.spatial distance.cdist.",practice
numpy,"My results have the loop time as 94.8 ms and the vectorized time as 271 ms, so the version using vectorize is actually slower.",attributes
tensorflow,"Internally, the LSTMCell class stores the LSTM weights as a one big matrix instead of 8 smaller ones for efficiency purposes.",impl
pandas,That can be done with .apply but using an arbitrary function means that you won't benefit from pandas/numpy performance however :-/ You should try as much as possible to work directly on arrays.,practice
pandas,"The lookup that I suggested is the 2nd best, although theoretically, it should be better but for some reason it seems than lookup is slower than min",alternatives
scipy,This solution is also almost twice as fast as a naive use of scipy.weave  Thanks!,alternatives
scipy,"scipy.signal.fftconvolve is fast enough, but it does not have boundary option and I cannot make it work in circular convolution mode.",attributes
scipy,I could get into how the data is stored and why changing csr is less efficient than lil.,alternatives
pandas,"Although saying that groupby object is just metadata, you'd still be calling calculating sum and then first although I'd expect first to be fast",practice
scipy,"odeint can be more accurate, but slower and reducing the solver tolerance doesn't make it much faster, esp when using many calls (as I have to) rather than one large call (as in your code)","attributes,practice"
pandas,It's more efficient than the Series/stack methods.,practice
pandas,"str.split is a bit slower, because it works with NaN values very nice too.","functionality,attributes"
pandas,"For larger ones, my versions should be faster because they do not require any iterrows and are fully vectorized.",practice
scipy,"Not only is your answer ~120x faster than my original code, it's more than 2x faster than calculating the non weighted distances using scipy.spatial.distance.cdist.","alternatives,practice"
scipy,Why is scipy.interpolate.griddata so slow?,attributes
numpy,"If i and j are single floats, this is about 5 times faster than np.sqrt(i**2+j**2).",alternatives
scipy,"In this case, as expected the pure python version is very slow, but the numba version is not any faster than the numba with odeint (again, ymmv).",alternatives
numpy,"using numpy.asscalar
this fails when getting native values
I have tried converting it to a string then back again but that feels very slow and a horrible way to perform this operation.",practice
sklearn,"Thus, while it may now be possible to speed up LogisticRegression() somewhat by using multiple cores, my guess is that it probably won't be very linear in proportion to the number of cores used, as it sounds like the initial ""fit"" step (the first half of the algorithm) may not lend itself well to parallelization.",practice
pandas,"The fastest way though, would be to use sum() from numpy on a subset of the data",practice
numpy,"This won't be as efficient as tensordot one.
",alternatives
pandas,"I did some testing and it looks like pd.to_datetime is faster than parse_dates=[],infer_datetime_format=True  CPU times: user 49.4 s, sys: 4.28 s, total: 53.7 s vs CPU times: user 1min 17s, sys: 3.86 s, total: 1min 21s",practice
numpy,"Selecting a row of A works, though in my experience that tends to be a bit slow, in part because it has to create a new csr matrix.",practice
tensorflow,"You're probably right, it's an infrequent edge-case, and tf.where introduces negligible slowdown probably.",attributes
tensorflow,I find tf.sparse_tensor_dense_matmul() is mush faster than tf.nn.embedding_lookup_sparse().,alternatives
tensorflow,"So while I don't know your exact use case, in most cases tf.data will be a safer, cleaner, easier and more efficient choice.",attributes
numpy,"If you are looking for performance, using np.einsum could be suggested too -",practice
scipy,"Because of this, converting to float and default resampling, it can be considerably slower than scipy.io.wavfile.read in many cases.",alternatives
pandas,"Using a list comprehension and split, which will be faster than pandas string methods:","practice,alternatives"
numpy,"for example, eigsh is actually ~4x slower than eigh for nonsparse matrices.",alternatives
numpy,"However, it's worth noting that np.einsum and np.tensordot are usually much more efficient:",attributes
numpy,I've worked out a kron rewrite that gives 3x speedup compared to the earlier bmat calculation.,practice
pandas,"Specifically, applying to the whole dataframe is considerably slower than applying to a selected column.",practice
scipy,"Ah, I was unaware of scipy.special.expit, that will certainly be faster!",attributes
pandas,Simply doing pd.DataFrame(array) is very slow (testing it on a smaller number of images).,"attributes,practice"
pandas,"For who might have an interest in speeding, I started with pandas.DataFrame, then I had ~2X better result with pandas.Series, than Numpy version was even ~4X even faster.","practice,alternatives"
pandas,"Internally, Pandas pd.Timestamp objects are represented by integers and hence enable efficient calculations.",impl
pandas,"With pandas 0.18.0, there is now an easier and faster way to do this: s.resample('M').sum().fillna(0)",practice
pandas,Some preliminary testing is showing this to be much faster than isin,alternatives
scipy,"scipy.sparse.linalg.inv says 'If the inverse of A is expected to be non-sparse, it will likely be faster to convert A to dense and use scipy.linalg.inv.'","practice,references"
pandas,"I guess you could use df.groupby('A').B.apply(pd.Series.tolist).tolist() but if you really have 1 billion records as you claim, I doubt anything would be fast enough for you",practice
tensorflow,"In the TensorFlow official web page, about performance of the input pipeline, they recommend doing shuffle before repeat to the Dataset, for instance with the unified method tf.contrib.data.shuffle_and_repeat.",practice
scipy,"For the step 2, an FFT based approach with scipy.signal.fftconvolve (the kernel would need to be flipped to perform a cross-correlation), might be faster, particularly if the problem size N can be made equal to a power of 2 (e.g.","functionality,attributes"
numpy,"Rather to find another algorithm, I think creating a numpy.array  with fixed size and then using multiple processing to accelerate calculation is a better solution.",practice
sklearn,"I've identified the CountVectorizer.transform() call as a huge bottleneck in a bit of software, and can dramatically increase model throughput if we're able to make this part of the pipeline more efficient.",attributes
tensorflow,"For efficiency, the tf.train.SummaryWriter logs asynchronously to disk.",functionality
pandas,"As per my knowledge both do same works,Can any one tells what is the main difference between pd.get_dummies and sklearn one hot encoder ,on which  one  is more efficient at present.",alternatives
tensorflow,"If you have sparse labels instead (indices of 1 in one hot vectors), use tf.gather as shown in this answer to be more efficient.",practice
pandas,"Try not to use df.apply if you have a big dataframe because it will make your operation really slow.
",practice
sklearn,"The sklearn.random_projection module does pretty much the same thing, only faster.","functionality,attributes"
sklearn,There is also a pull request for 1 hidden layer perceptron on github that should be both faster to to compute than ExtraTreesClassifier and approach 98% test set accuracy on MNIST (and also provide a partial_fit API for out-of-core learning).,alternatives
scipy,"I am not really sure how I would use scipy.ndimage.map_coordinates and scipy.interpolate.interp2d can be applied, but it is as slow as the loop because it is interpolating in two dimensions but I only need it to interpolate in one dimension.","functionality,attributes"
scipy,KDTree allows the fast calculation of minimum distances for an array of vectors with no looping hence why I'm using it as an example here.,functionality
tensorflow,Why is TensorFlow&#39;s tf.data.Dataset.shuffle so slow?,attributes
tensorflow,"Currently I loop through all the variables in the list and call self.sess.run(var.assign(tf.clip_by_value(var, 0.01, 0.1)))
The problem is that is very slow.",practice
pandas,"@AntonProtopopov, i would combine both our solutions into: df.select_dtypes(include=[object]).isin(['action', 'action2']).sum(axis=1) - so it will be fast and flexible ;)",practice
numpy,A fast solution is to use np.meshgrid to create all the columns.,practice
tensorflow,"@ahk3 Actually I have updated it to us tf.count_nonzero, which might be a tad faster.",practice
scipy,"By the way, your implementation of the tiling is very smart and efficient, I don't think you can get any better than that: I tried feeding csr_matrix a view of the vector reshaped with as_strided to have 500000 rows, and it took much longer than your approach, I think internally the array is being copied, breaking the magic.",practice
pandas,"I think if need output as list, the fastest and better solution is apply list comprehension as stack and unstack, but I didnt test it.",practice
pandas,"Hence performance is comparable to [str(i) for i in x] / list(map(str, x)).",alternatives
pandas,"Since it looks like very close to a simple df.fillna(method='ffill'), which is way faster, I was wondering if there is a way to speed this process up.",alternatives
sklearn,You can also try sklearn.linear_model.LogisticRegression and sklearn.svm.LinearSVC both implemented using liblinear that is more scalable than libsvm albeit less memory efficients than other linear models in scikit-learn.,"impl,attributes"
pandas,I tested and appears that at is faster than iat.,alternatives
scipy,"For example, I tested the scipy.ndimage.interpolation.zoom function to resize an image file and it was way slower than Matlab's imresize function.",alternatives
scipy,"Per the doc string, sparse.coo_matrix.__doc__, COO  has ""very fast conversion to and from CSR/CSC formats"".
","functionality,references"
tensorflow,"Basically, each augmentation is applied to each part of data (single element in this case, could be batch if batch() was used before it, it should be faster that way) on the fly and it's returned with or without augmentation (if random).",practice
numpy,"For performance, you might want to work with NumPy arrays and for euclidean distance computations between corresponding rows, np.einsum would be do it pretty efficiently.",functionality
numpy,genfromtxt is just way less efficient.,attributes
numpy,"np.vstack(np.hsplit(a,3)) does exactly what was asked for, is readable, but is less performant than the answer of Divkar.","practice,alternatives"
numpy,If you want to make this faster remove the sqrt operation and test against max_distance squared.,practice
pandas,EDIT Faster is use unique in apply:,practice
numpy,I read here that multi_dot can be more efficient than np.dot because it tries to optimize operation order.,alternatives
numpy,"I think if you can be confident your array is generally numeric except for NaN and INF then np.isfinite would be faster, so depends on use case.",practice
numpy,"While the double argsort trick works, it is not very efficient.",practice
pandas,I can of course filter by index=(df.index.date==a_date) but this turns out to be very slow...,practice
pandas,"Currently, I am using apply to solve this, however, it is very slow since my dataset is quite huge.",attributes
pandas,For better performance use dot for matrix multiplication:,practice
numpy,"Timings in seconds - only about 2 times slower than the super-optimized NumPy :D, much faster than the lil_matrix.sum() method because it converts to csr_matrix() before, as clarified by @hpaulj and confirmed by the results below.",alternatives
scipy,"Or, in scipy you can run a for-loop over multivariate_normal.pdf with each set of parameters, and do a weighted sum/dot product, but this is slow.",practice
scipy,"The code looks good, you just need to vectorized a bit the flow_pramB to use numpy arrays instead of loops (if possible), as otherwise this will be very slow when called by quad.",practice
tensorflow,So that explains why your training gets slower -- running global_step.assign(it) will add a new assign op to the graph each time it gets run,practice
scipy,"scipy.optimize methods will be slower, unless you don't need precision:",practice
scipy,getrow is slow).,attributes
numpy,"Now, on performance, it seems for large datasets, lexsort itself would be the bottleneck.",attributes
pandas,"Although .replace() is quite slow compared to .map(), it does a better job of keeping the original value if a replacement isn't found.","attributes,alternatives"
tensorflow,"As the warning states, this implementation is for improving performance, with the caveat that you should not put your own softmax layer as input (which is somewhat convenient, in practice).","directives,functionality"
sklearn,"For performance, or if you need only a NumPy array, you can use LabelBinarizer from sklearn.preprocessing:",practice
tensorflow,"Since using tf.feature_column.categorical_column_with_identity is way faster than writing Long vocabulary list, I'd love to know why this Errors occur?",alternatives
numpy,"In any case, genfromtxt isn't any faster than doing your own line read and parse.",attributes
numpy,"Considering that you have no explicit loops in your code and that the documentation for asarray says No copy is performed if the input         is already an ndarray., I would think there is no faster way.",functionality
pandas,"if gr.agg(lambda x : tuple(x)) runs much faster), then you could try some workaround, for example sorting df beforehand by 'ID2' and 'Price' (groupby should preserve the order).",practice
tensorflow,"During profiling, I found that tf.pow was quite slow, even slower than tf.exp.",alternatives
pandas,May be it isn't the len or shape that's reletively slow bu the .values step.,attributes
pandas,"However, there are notable performance differences ( len(DataFrame.index) is fastest):
",alternatives
sklearn,I think that the fastest thing to do is what I did with PredefinedSplit and creating your own scoring function simply to set all the training results to 0 by yourself (and leave the validation results untouched to be compared).,practice
scipy,"Performance tweaking:

Use of scipy.spatial.cKDTree and not scipy.spatial.KDTree because it is really faster.
Use balanced_tree=False with scipy.spatial.cKDTree: Big speed up in my case, but may not be true for all data.
Use n_jobs=-1 with cKDTree.query for use multithreading.
Use p=1 with cKDTree.query for use Manhattan distance in place of Euclidian distance (p=2): Faster but may be less accurate.
Query the distance for only a random subsample of points: Big speed up with large datasets, but may be less accurate and less repeatable.
",practice
numpy,"This is with an intel mkl BLAS and 8 cores, np.correlate will likely be faster for most implementations.","attributes,environment"
pandas,Could be faster to use subset.str.len() instead of subset.map(len) but probably not a concern given that your homework problem is a  small size.,alternatives
numpy,"b*data.A is element multiplication and raises an error; np.dot(b,data.A) works but is slower.",attributes
numpy,"Change all your sympy.sin by numpy.sin etc, that should boost your performance a lot",alternatives
pandas,"I noticed when thefit() method was called, it computed much faster (about 1 minute) on the dataset using pd.Series.cat.codes, whereas the dataset with the dummy variables crashed on a virtual server I had running that was using 60 GB of RAM.","practice,environment"
numpy,Saving through numpy.save() gets slower over 1000loops on a Linux system.,"environment,attributes"
scipy,I read here stackoverflow.com/questions/6519380/閿?that brenqt is much faster than fsolve.,alternatives
pandas,One way you can avoid ValueError and increase efficiency is to use pd.Series.max instead of Python's built-in max.1 This is will return NaN if the series is empty after Boolean indexing.,alternatives
tensorflow,"You can see that, while tf.fill([2], 3) was correctly inspected, TensorFlow didn't work out that 2 * tf.fill([2], 3) is [6, 6], presumably because statically keeping track of operations like multiplication, even if operands are known constants, was deemed too expensive.","functionality,impl"
pandas,so as you can see join is bit faster,alternatives
pandas,"@StevenG, eval() is screaming fast, if you can squeeze you calc into its model.",attributes
pandas,"replace accepts a dictionary of key-replacement pairs, and it should be much faster than iterating over each key-replacement at a time.",functionality
tensorflow,CuDNNLSTM and CuDNNGRU are the fast implementation backed by CuDNN.,impl
numpy,"np.sum should be equally as fast, if not faster, then np.einsum (of course ignoring the 3-30 us penalty that Jaime showed), but its not.",alternatives
numpy,So dotis only some 3 times slower.,alternatives
tensorflow,"Diving into the wrapper, they actually call the sorting function in tensorflow.python.ops.gen_nn_ops.top_kv2, which generated from C++ code to make things faster.",impl
numpy,If I just use norm function to calculate the distance one by one it seems to be slow.,practice
sklearn,So I found out that StandardScaler() can make my RFECV inside my GridSearchCV with each on a nested 3-fold cross validation run faster.,practice
numpy,"More efficient, and readable, is a solution using np.select.",practice
scipy,Since it uses linear correlation this factor should become even larger if your real window is longer than 3 because correlate will switch to more efficient fft based method.,impl
scipy,A faster way to construct your dok would be:,practice
scipy,update: convolve1d is now just scipy.ndimage.convolve1d and it is very fast,attributes
pandas,"If you need to build a DataFrame up from pieces, it is generally much more efficient to construct a list of the component frames and combine them all in one step using concat.",practice
pandas,df.word.value_counts()['myword'] is about twice as fast as len(df[df.word == 'myword']).,alternatives
tensorflow,"I am trying to read a CSV file (in a performant way, like recommended from Google) using the tf.TextLineReader().",attributes
pandas,"@ChrisBe Here I will recommend mask because you don't have to invert the result of df['B'].isnull() afterward, it's a bit more efficient.",practice
tensorflow,"In Keras however, the ndarray must be converted into a Tensor (which has to be a ""mathematical"" matrix of some dimension - this is required for the sake of efficient computation).","directives,rationale"
numpy,itertools.product is a fast C code; np.array is slower general purpose code.,impl
numpy,"..and a change to linspace(0,2,10) is faster with the same behaviour.",alternatives
pandas,"If your lookup labels really are contigous integers, you can exploit this and lookup using a take, which should be about as fast as numba.","practice,alternatives"
scipy,"Scipy's interpn suffers somewhat in terms of speed compared to the very fastest method, but for it's generality and ease of use it's definitely the way to go.",attributes
pandas,"@debuggingXD ""Thanks buddy, it worked"", perhaps... but please refrain from writing code that uses apply, because of terrible performance..",attributes
scipy,The scipy version of load/savemat probably isn't as fast as the MATLAB version - not without those big commerical bucks behind it.,alternatives
numpy,"Your code is a mapping of np.indices, which is slower:",attributes
scipy,"@Divakar it would be nice to time it (I'll do it if I can get some time), but I think that ndimage,filters.convolve should be slower for large kernel sizes (as it does convolution in the spatial domain whereas signal.convolve does it in the fourier domain",attributes
numpy,Also np.frompyfunc doesn't really speed up things.,attributes
pandas,"If you time [pd.date_range(drg[i], timestamp, freq='B').size - 1 for i in range(len(drg))] you'll find it is extremely slow.",practice
numpy,"@hpaulj, however, if I access the .data via .indptr, it's much much faster, so I'm thinking maybe get data from sparse array that way, and do a elem-wise product and sum it all, instead of doing sparse matrix row indexing and dot product.",practice
numpy,My times show einsum optimize True is slower.,attributes
numpy,Using np.cumprod is the fastest method I could find other than using a generator (which requires a generator and a for loop),practice
scipy,"Note that using griddata is not the most efficient option here, since the grid is always rectangular.",practice
tensorflow,tf.gather being very slow,attributes
numpy,"numpy.array([a,a,a]) should be much faster since you're not explicitly iterating over your array.","functionality,attributes"
tensorflow,"In the meantime, you can improve the performance of the tf.data-based pipeline by switching the order of the dataset.map() and dataset.batch() and rewriting the dataset.map() to work on a vector of strings, like the feeding based version:
",practice
scipy,Also note that this method is around 20x faster than using curve_fit for the problem at hand,alternatives
scipy,Running scipy.integrate.ode in multiprocessing Pool results in huge performance hit,attributes
tensorflow,The vectorization method will be significantly faster than the tf.map_fn().,"practice,alternatives"
scipy,"Well... method=nearest should be faster at some costs (precision), but the question is, if interpolate.griddata is the right tool to use?",attributes
tensorflow,"why is tensorflow.map_fn slow, what is wrong with following code?",attributes
pandas,"If larger dataframe faster is use numpy for repeat rows by lists with numpy.repeat,  numpy.concatenate and Index.values:",practice
scipy,"Probably not the most efficient, but possibly the most convenient way of generating this type of matrix is scipy.linalg.toeplitz.",attributes
numpy,I get a speedup of ~2.5x compared to np.where.,alternatives
scipy,"If not possible, and if scipy.signal.resample's performance can vary so much with a large factor, it makes it really not handy for real use.",attributes
numpy,The price we pay for all this power is that calling a Python function once per line will be much much slower than the C code np.genfromtxt uses when parsing files with a simple delimiter or fixed-width columns.,"attributes, alternatives"
tensorflow,"However, you would get the same effect (and it would be much more efficient and less error prone) to simply add all your input channels together to form a single-channel input then use the higher-level layers API.",practice
scipy,"For the above smaller dataset, I can get a slight speed up over your method with scipy.spatial.distance.cdist and match it with inner1d, by arranging data differently in memory:",practice
scipy,"It uses RectBivariateSpline in that case, which is usually considerably slower than map_coordinates.",alternatives
scipy,If performance is a consideration use scipy.signal.fftconvolve which is a faster implementation of the same logic.,"functionality,attributes"
sklearn,LinearSVC should be considerably faster than a SVC with a linear kernel as it uses liblinear.,"impl,attributes"
pandas,I have sneaky feeling that repeated built-in str.replace without regex will be more efficient than pd.Series.replace(regex=True).,alternatives
tensorflow,The python range with one tf.function is fastest if I run it on cpu.,practice
scipy,"I think it is faster to convert the array to lil, and construct the dense rows directly from its sublists.",practice
numpy,"If I understand correctly how this works, the critical step preventing from getting a memory-efficient view is the .reshape() step after as_strided().",practice
scipy,"although cdist is much more efficient for large arrays (on my machine for your size problem, cdist is faster by a factor of ~35x).",attributes
numpy,"And I've found that your codes test result on my computer is 298MBps, but after I changed dset_train_bottle() to np.save(), the test result is 2381MBps, it means HDF5 is much slower in my environment than using np.save().","practice,environment"
pandas,"You could create a temporary pd.Series for your datetime index, but why not just use np.where as it is much faster here:",practice
pandas,"You don't need to sort in the groupby, as the result is indexed to the dataframe (slightly faster performance).","functionality,attributes"
scipy,"Because uniform_filter uses a highly efficient linear-time algorithm implemented in straight C (linear only in the size of arr), it should easily outperform any other solutions, especially when win is large.",impl
pandas,The reason that pd.concat is slower is because it does more.,attributes
numpy,Why does numpy.sum perform faster when axis=0 for matrix stored in row-major order?,attributes
scipy,why scipy.spatial.ckdtree runs slower than scipy.spatial.kdtree,alternatives
numpy,Computing the spectral norms of ~1m Hermitian matrices: `numpy.linalg.norm` is too slow,attributes
tensorflow,"As an aside, one tip to find performance bugs like this is to call tf.get_default_graph().finalize() before starting your training loop.",practice
sklearn,"kmcuda, as KNeighborsClassifier, will produce cluster memberships, but at least 10x faster.",alternatives
sklearn,"Regarding GridSearchCV() vs. RandomizeSearchCV(), I have some papers claiming that random search is always more efficient, with increasing efficiency exponentially if the number of hyperparameters grows.","alternatives,functionality"
scipy,"Why don't you build a new coo_matrix (look at the constructors; there is an efficient one for those position-based nonzeros), then use sp.hstack (to combine those two matrices).",practice
tensorflow,"Although the solution with tf.maximum is very efficient, it can't represent a concave function.",practice
scipy,"Queries on a BallTree will not be as fast as a KDTree since your data is 2D, and BallTrees are slower than KDTrees when d <= 3 (see explanation here).",alternatives
sklearn,"The scikit people themselves acknowledge that load_svmlight_file is not as efficient as it could be and point to another library written in c++.
","references,alternatives"
tensorflow,"Note that the current tf.data pipelines run on the CPU only, and an important aspect of an efficient pipeline is staging your training input to the GPU while the previous step is still running.",practice
scipy,"If efficiency is a real concern, you can create the csr_matrix internal format (using indptr) directly:",practice
scipy,"If you want more efficiency, you can do something like ip = interp1d(x, y, bounds_error=False, fill_value=np.nan); yi = interpolator(xi); yi[xi < x[0]] = y[0]; yi[xi > x[-1]] = y[-1].",practice
pandas,"Fast solution is df = pd.read_excel(""header_with_merged_cells.xlsx"", skiprows=3, header=[0,1])",practice
pandas,"The general idea is that apply is generally quite slow, as it is essentially a loop behind the scenes.
","attributes,impl"
pandas,"@filippo df[['from', 'to']].stack().unique() or just use np.unique(df[['from', 'to']]) for performance",practice
numpy,"My thinking was that at least one of them can be done in place, and I didn't know if a = a[sort_perm] is as efficient as a.sort().",alternatives
scipy,"Just wanted to post another answer using coo_matrix, It is a fast format for constructing sparse matrices.",functionality
scipy,"According to an old answer, Statistics: combinations in Python, this homebrew function is faster than scipy.misc.comb when calculating combinations nCr:","practice,alternatives"
scipy,Simpler solution and also faster: use SciPy's ndimage.uniform_filter,attributes
