project,desc,knowledge
scipy,"In this
 case it is more efficient to do the pre-filtering only once and use a
 prefiltered array as the input of the interpolation functions.",Usage Practice
scipy,"A more efficient interpolation algorithm is then applied
   that exploits the separability of the problem.",Implementation Details
scipy,".. note::
 
      This function uses a slow brute-force algorithm, the function
      :func:`distance_transform_cdt` can be used to more efficiently
      calculate cityblock and chessboard distance transforms.",Usage Practice
scipy,"Say we want
 to find the sum of the intensities of an object in image:
 
 .. code:: python
 
    >>> image = np.arange(4 * 6).reshape(4, 6)
    >>> mask = np.array([[0,1,1,0,0,0],[0,1,1,0,1,0],[0,0,0,1,1,1],[0,0,0,0,1,0]])
    >>> labels = label(mask)[0]
    >>> slices = find_objects(labels)
 
 Then we can calculate the sum of the elements in the second object:
 
 .. code:: python
 
    >>> np.where(labels[slices[1]] == 2, image[slices[1]], 0).sum()
    80
 
 That is however not particularly efficient, and may also be more
 complicated for other types of measurements.",Performance Attribute
scipy,"For instance
 calculating the sum of the intensities can be done by:
 
 .. code:: python
 
    >>> from scipy.ndimage import sum as ndi_sum
    >>> ndi_sum(image, labels, 2)
    80
 
 For large arrays and small objects it is more efficient to call the
 measurement functions after slicing the array:
 
 .. code:: python
 
    >>> ndi_sum(image[slices[1]], labels[slices[1]], 2)
    80
 
 Alternatively, we can do the measurements for a number of labels with
 a single function call, returning a list of results.",Usage Practice
scipy,"If possible, using
 Newton-CG with the Hessian product option is probably the fastest way to
 minimize the function.",Usage Practice
scipy,">>> from scipy.sparse.linalg import LinearOperator
     >>> def cons_H_linear_operator(x, v):
     ...     def matvec(p):
     ...         return np.array([p[0]*2*(v[0]+v[1]), 0])
     ...     return LinearOperator((2, 2), matvec=matvec)
     >>> nonlinear_constraint = NonlinearConstraint(cons_f, -np.inf, 1,
     ...                                           jac=cons_J, hess=cons_H_linear_operator)
 
 When the evaluation of the Hessian :math:`H(x, v)`
 is difficult to implement or computationally infeasible, one may use :class:`HessianUpdateStrategy`.",Usage Practice
scipy,"In these circumstances, other
 optimization techniques have been developed that can work faster.",Comparison w/ Alternatives
scipy,"The problem we have can now be solved as follows:
 
 .. plot::
 
     import numpy as np
     from scipy.optimize import root
     from numpy import cosh, zeros_like, mgrid, zeros
 
     # parameters
     nx, ny = 75, 75
     hx, hy = 1./(nx-1), 1./(ny-1)
 
     P_left, P_right = 0, 0
     P_top, P_bottom = 1, 0
 
     def residual(P):
        d2x = zeros_like(P)
        d2y = zeros_like(P)
 
        d2x[1:-1] = (P[2:]   - 2*P[1:-1] + P[:-2]) / hx/hx
        d2x[0]    = (P[1]    - 2*P[0]    + P_left)/hx/hx
        d2x[-1]   = (P_right - 2*P[-1]   + P[-2])/hx/hx
 
        d2y[:,1:-1] = (P[:,2:] - 2*P[:,1:-1] + P[:,:-2])/hy/hy
        d2y[:,0]    = (P[:,1]  - 2*P[:,0]    + P_bottom)/hy/hy
        d2y[:,-1]   = (P_top   - 2*P[:,-1]   + P[:,-2])/hy/hy
 
        return d2x + d2y + 5*cosh(P).mean()**2
 
     # solve
     guess = zeros((nx, ny), float)
     sol = root(residual, guess, method='krylov', options={'disp': True})
     #sol = root(residual, guess, method='broyden2', options={'disp': True, 'max_rank': 50})
     #sol = root(residual, guess, method='anderson', options={'disp': True, 'M': 10})
     print('Residual: %g' % abs(residual(sol.x)).max())
 
     # visualize
     import matplotlib.pyplot as plt
     x, y = mgrid[0:1:(nx*1j), 0:1:(ny*1j)]
     plt.pcolor(x, y, sol.x)
     plt.colorbar()
     plt.show()
 
 
 Still too slow?",Performance Attribute
scipy,"For problems where the
 residual is expensive to compute, good preconditioning can be crucial
 --- it can even decide whether the problem is solvable in practice or
 not.",Usage Practice
scipy,"According to [NW]_ p. 170 the ``Newton-CG`` algorithm can be inefficient
when the Hessian is ill-condiotioned because of the poor quality search directions
provided by the method in those situations.",Concept
scipy,"This becomes rather inefficient
when *N* grows.",Performance Attribute
scipy,"This function is ideally suited for reconstructing samples from spline
 coefficients and is faster than :func:`convolve2d` which convolves arbitrary
 two-dimensional filters and allows for choosing mirror-symmetric boundary
 conditions.",Comparison w/ Alternatives
scipy,"By default, it selects the expected faster method.",Functionality & Behavior
scipy,"Depending on the big O constant and the value
 of :math:`N`, one of these two methods may be faster.",Comparison w/ Alternatives
scipy,"The default value 'auto'
 performs a rough calculation and chooses the expected faster method, while the
 values 'direct' and 'fft' force computation with the other two methods.",Functionality & Behavior
scipy,"By default,
 :func:`convolve` estimates the fastest method using :func:`choose_conv_method`.",Implementation Details
scipy,"Obviously this example is contrived: one could just call
 ``special.jv(np.arange(100), 1)`` and get results just as fast as in
 ``cython_tight_loop``.",Comparison w/ Alternatives
scipy,"These are usually relatively fast
 calculations.",Functionality & Behavior
scipy,"However, these indirect
 methods can be `very` slow.",Performance Attribute
scipy,"Interestingly,  the ``pdf`` is now computed automatically:
 
     >>> deterministic.pdf(np.arange(-3, 3, 0.5))
     array([  0.00000000e+00,   0.00000000e+00,   0.00000000e+00,
              0.00000000e+00,   0.00000000e+00,   0.00000000e+00,
              5.83333333e+04,   4.16333634e-12,   4.16333634e-12,
              4.16333634e-12,   4.16333634e-12,   4.16333634e-12])
 
 
 Be aware of the performance issues mentions in
 :ref:`performance_issues_label`.",Ref
scipy,"The computation of unspecified
 common methods can become very slow, since only general methods are
 called which, by their very nature, cannot use any specific
 information about the distribution.","Performance Attribute,Purpose & Rationale"
scipy,"Kernel
 density estimation (KDE) is a more efficient tool for the same task.",Functionality & Behavior
sklearn,"``fit_transform`` may be more
 convenient and efficient for modelling and transforming the training data
 simultaneously.",Functionality & Behavior
sklearn,"This algorithm finds the exact truncated singular values decomposition
   using randomization to speed up the computations.","Functionality & Behavior, Purpose & Rationale"
sklearn,"It is particularly
   fast on large matrices on which you wish to extract only a small
   number of components.",Usage Practice
sklearn,"If this is ever needed again, it would be far faster to use a single
   iteration of Dijkstra's algorithm from ``graph_shortest_path``.",Usage Practice
sklearn,"The algorithm is most efficient when the
   connectivity matrix is a ``scipy.sparse.csr_matrix``.",Usage Practice
sklearn,"This hash
   function is suitable for implementing lookup tables, Bloom filters,
   Count Min Sketch, feature hashing and implicitly defined sparse
   random projections::
 
     >>> from sklearn.utils import murmurhash3_32
     >>> murmurhash3_32(""some feature"", seed=0) == -384616559
     True
 
     >>> murmurhash3_32(""some feature"", seed=0, positive=True) == 3910350737
     True
 
   The ``sklearn.utils.murmurhash`` module can also be ""cimported"" from
   other cython modules so as to benefit from the high performance of
   MurmurHash while skipping the overhead of the Python interpreter.",Usage Practice
sklearn,"Note that for most distance metrics, we rely on implementations from
         :mod:`scipy.spatial.distance`, but may reimplement for efficiency in
         our context.",Usage Practice
sklearn,"An exception is the
         :class:`RidgeCV <linear_model.RidgeCV>` class, which can instead
         perform efficient Leave-One-Out CV.",Functionality & Behavior
sklearn,"One reason to implement ``fit_transform`` is that performing ``fit``
         and ``transform`` separately would be less efficient than together.",Purpose & Rationale
sklearn,"*It can be highly detrimental to performance to run multiple
           copies of some estimators or functions in parallel.",Usage Practice
sklearn,"Overview of clustering methods
 ===============================
 
 .. figure:: ../auto_examples/cluster/images/sphx_glr_plot_cluster_comparison_001.png
    :target: ../auto_examples/cluster/plot_cluster_comparison.html
    :align: center
    :scale: 50
 
    A comparison of the clustering algorithms in scikit-learn
 
 
 .. list-table::
    :header-rows: 1
    :widths: 14 15 19 25 20
 
    * - Method name
      - Parameters
      - Scalability
      - Usecase
      - Geometry (metric used)
 
    * - :ref:`K-Means <k_means>`
      - number of clusters
      - Very large ``n_samples``, medium ``n_clusters`` with
        :ref:`MiniBatch code <mini_batch_kmeans>`
      - General-purpose, even cluster size, flat geometry, not too many clusters
      - Distances between points
 
    * - :ref:`Affinity propagation <affinity_propagation>`
      - damping, sample preference
      - Not scalable with n_samples
      - Many clusters, uneven cluster size, non-flat geometry
      - Graph distance (e.g.",Functionality & Behavior
sklearn,"nearest-neighbor graph)
 
    * - :ref:`Mean-shift <mean_shift>`
      - bandwidth
      - Not scalable with ``n_samples``
      - Many clusters, uneven cluster size, non-flat geometry
      - Distances between points
 
    * - :ref:`Spectral clustering <spectral_clustering>`
      - number of clusters
      - Medium ``n_samples``, small ``n_clusters``
      - Few clusters, even cluster size, non-flat geometry
      - Graph distance (e.g.",Performance Attribute
sklearn,     - Not scalable,Performance Attribute
sklearn,"Running a dimensionality reduction algorithm such as :ref:`PCA` prior to
   k-means clustering can alleviate this problem and speed up the
   computations.",Usage Practice
sklearn,":class:`MiniBatchKMeans` converges faster than :class:`KMeans`, but the quality
 of the results is reduced.",Comparison w/ Alternatives
sklearn,"The algorithm is not highly scalable, as it requires multiple nearest neighbor
 searches during the execution of the algorithm.","Performance Attribute,Implementation Details"
sklearn,"It is especially efficient if the affinity matrix is
 sparse and the `pyamg <https://github.com/pyamg/pyamg>`_ module is installed.",Usage Practice
sklearn,":class:`AgglomerativeClustering` can also scale to large number of samples
 when it is used jointly with a connectivity matrix, but is computationally
 expensive when no connectivity constraints are added between samples: it
 considers at each step all the possible merges.","Performance Attribute,Usage Practice"
sklearn,".. |unstructured| image:: ../auto_examples/cluster/images/sphx_glr_plot_ward_structured_vs_unstructured_001.png
         :target: ../auto_examples/cluster/plot_ward_structured_vs_unstructured.html
         :scale: 49
 
 .. |structured| image:: ../auto_examples/cluster/images/sphx_glr_plot_ward_structured_vs_unstructured_002.png
         :target: ../auto_examples/cluster/plot_ward_structured_vs_unstructured.html
         :scale: 49
 
 .. centered:: |unstructured| |structured|
 
 These constraint are useful to impose a certain local structure, but they
 also make the algorithm faster, especially when the number of the samples
 is high.",Purpose & Rationale
sklearn,".. topic:: Memory consumption for large sample sizes
 
     This implementation is by default not memory efficient because it constructs
     a full pairwise similarity matrix in the case where kd-trees or ball-trees cannot
     be used (e.g., with sparse matrices).",Implementation Details
sklearn,"- A sparse radius neighborhood graph (where missing entries are presumed to
       be out of eps) can be precomputed in a memory-efficient way and dbscan
       can be run over this with ``metric='precomputed'``.",Usage Practice
sklearn,".. _pipeline_cache:
 
 Caching transformers: avoid repeated computation
 -------------------------------------------------
 
 .. currentmodule:: sklearn.pipeline
 
 Fitting transformers may be computationally expensive.",Performance Attribute
sklearn,"From the different
 algorithms, ``MultinomialNB`` is the most expensive, but its overhead can be
 mitigated by increasing the size of the mini-batches (exercise: change
 ``minibatch_size`` to 100 and 10000 in the program and compare).","Usage Practice,Comparison w/ Alternatives"
sklearn,"Using sparse input on a dense (or sparse) linear model can speedup prediction
 by quite a bit as only the non zero valued features impact the dot product
 and thus the model predictions.","Usage Practice,Purpose & Rationale"
sklearn,"So the sparsity should typically be quite high (10% non-zeros
 max, to be checked depending on the hardware) for the sparse input
 representation to be faster than the dense input representation on a machine
 with many CPUs and an optimized BLAS implementation.",Usage Practice
sklearn,".. |en_model_complexity| image::  ../auto_examples/applications/images/sphx_glr_plot_model_complexity_influence_001.png
     :target: ../auto_examples/applications/plot_model_complexity_influence.html
     :scale: 80
 
 .. centered:: |en_model_complexity|
 
 For the :mod:`sklearn.svm` family of algorithms with a non-linear kernel,
 the latency is tied to the number of support vectors (the fewer the faster).",Performance Attribute
sklearn,"Configuration switches
 -----------------------
 
 Python runtime
 ..............
 
 :func:`sklearn.set_config` controls the following behaviors:
 
 :assume_finite:
 
     used to skip validation, which enables faster computations but may
     lead to segmentation faults if the data contains NaNs.",Functionality & Behavior
sklearn,"This approach can be computationally expensive,
 but does not waste too much data
 (as is the case when fixing an arbitrary validation set),
 which is a major advantage in problems such as inverse inference
 where the number of samples is very small.","Performance Attribute,Usage Practice"
sklearn,"In both ways, assuming :math:`k` is not too large
 and :math:`k < n`, LOO is more computationally expensive than :math:`k`-fold
 cross validation.",Comparison w/ Alternatives
sklearn,".. figure:: ../auto_examples/model_selection/images/sphx_glr_plot_cv_indices_008.png
    :target: ../auto_examples/model_selection/plot_cv_indices.html
    :align: center
    :scale: 75%
 
 This class is useful when the behavior of :class:`LeavePGroupsOut` is
 desired, but the number of groups is large enough that generating all
 possible partitions with :math:`P` groups withheld would be prohibitively
 expensive.","Performance Attribute,Usage Practice"
sklearn,"The class :class:`PCA` used with the optional parameter
 ``svd_solver='randomized'`` is very useful in that case: since we are going
 to drop most of the singular vectors it is much more efficient to limit the
 computation to an approximated estimate of the singular vectors we will keep
 to actually perform the transform.",Usage Practice
sklearn,"Mini-batch sparse PCA (:class:`MiniBatchSparsePCA`) is a variant of
 :class:`SparsePCA` that is faster but less accurate.",Comparison w/ Alternatives
sklearn,"All variations of
 dictionary learning implement the following transform methods, controllable via
 the ``transform_method`` initialization parameter:
 
 * Orthogonal matching pursuit (:ref:`omp`)
 
 * Least-angle regression (:ref:`least_angle_regression`)
 
 * Lasso computed by least-angle regression
 
 * Lasso using coordinate descent (:ref:`lasso`)
 
 * Thresholding
 
 Thresholding is very fast but it does not yield accurate reconstructions.","Functionality & Behavior,Performance Attribute"
sklearn,".. figure:: ../auto_examples/decomposition/images/sphx_glr_plot_image_denoising_001.png
     :target: ../auto_examples/decomposition/plot_image_denoising.html
     :align: center
     :scale: 50%
 
 
 .. topic:: Examples:
 
   * :ref:`sphx_glr_auto_examples_decomposition_plot_image_denoising.py`
 
 
 .. topic:: References:
 
   * `""Online dictionary learning for sparse coding""
     <https://www.di.ens.fr/sierra/pdfs/icml09.pdf>`_
     J. Mairal, F. Bach, J. Ponce, G. Sapiro, 2009
 
 .. _MiniBatchDictionaryLearning:
 
 Mini-batch dictionary learning
 ------------------------------
 
 :class:`MiniBatchDictionaryLearning` implements a faster, but less accurate
 version of the dictionary learning algorithm that is better suited for large
 datasets.",Functionality & Behavior
sklearn,"For instance the :class:`MiniBatchKMeans` estimator is
    computationally efficient and implements on-line learning with a
    ``partial_fit`` method.","Functionality & Behavior,Performance Attribute"
sklearn,"Such additive
 models are efficient for representing images and text.",Usage Practice
sklearn,".. |pca_img5| image:: ../auto_examples/decomposition/images/sphx_glr_plot_faces_decomposition_002.png
     :target: ../auto_examples/decomposition/plot_faces_decomposition.html
     :scale: 60%
 
 .. |nmf_img5| image:: ../auto_examples/decomposition/images/sphx_glr_plot_faces_decomposition_003.png
     :target: ../auto_examples/decomposition/plot_faces_decomposition.html
     :scale: 60%
 
 .. centered:: |pca_img5| |nmf_img5|
 
 
 The :attr:`init` attribute determines the initialization method applied, which
 has a great impact on the performance of the method.","Functionality & Behavior,Performance Attribute"
sklearn,"Note that for
 :math:`\beta \in (1; 2)`, the 'mu' solver is significantly faster than for other
 values of :math:`\beta`.",Comparison w/ Alternatives
sklearn,".. _kernel_density:
 
 Kernel Density Estimation
 =========================
 Kernel density estimation in scikit-learn is implemented in the
 :class:`sklearn.neighbors.KernelDensity` estimator, which uses the
 Ball Tree or KD Tree for efficient queries (see :ref:`neighbors` for
 a discussion of these).",Implementation Details
sklearn,"Though the above example
 uses a 1D data set for simplicity, kernel density estimation can be
 performed in any number of dimensions, though in practice the curse of
 dimensionality causes its performance to degrade in high dimensions.",Usage Practice
sklearn,"Note that because of
 inter-process communication overhead, the speedup might not be linear
 (i.e., using ``k`` jobs will unfortunately not be ``k`` times as
 fast).",Implementation Details
sklearn,"Significant speedup can still be achieved though when building
 a large number of trees, or when building a single tree requires a fair
 amount of time (e.g., on large datasets).",Usage Practice
sklearn,"These fast estimators
   first bin the input samples ``X`` into integer-valued bins (typically 256
   bins) which tremendously reduces the number of splitting points to
   consider, and allow the algorithm to leverage integer-based data
   structures (histograms) instead of relying on sorted continuous values.",Functionality & Behavior
sklearn,"The new histogram-based estimators can be orders of magnitude faster than
   their continuous counterparts when the number of samples is larger than
   tens of thousands of samples.","Comparison w/ Alternatives, Usage Practice"
sklearn,"We found that ``max_leaf_nodes=k`` gives comparable results to ``max_depth=k-1``
 but is significantly faster to train at the expense of a slightly higher
 training error.","Comparison w/ Alternatives,Usage Practice"
sklearn,"At each iteration ``n_classes``
      regression trees have to be constructed which makes GBRT rather
      inefficient for data sets with a large number of classes.","Implementation Details, Performance Attribute"
sklearn,"A major difference between the two methods is the time
 required for fitting and predicting: while fitting KRR is fast in principle,
 the grid-search for hyperparameter optimization scales exponentially with the
 number of hyperparameters (""curse of dimensionality"").",Comparison w/ Alternatives
sklearn,"The gradient-based
 optimization of the parameters in GPR does not suffer from this exponential
 scaling and is thus considerable faster on this example with 3-dimensional
 hyperparameter space.","Implementation Details,Performance Attribute"
sklearn,"In the case of Gaussian process classification, ""one_vs_one"" might be
 computationally  cheaper since it has to solve many problems involving only a
 subset of the whole training set rather than fewer problems on the whole
 dataset.","Performance Attribute, Purpose & Rationale"
sklearn,"Since Gaussian process classification scales cubically with the size
 of the dataset, this might be considerably faster.",Performance Attribute
sklearn,"The following
 identity holds true for all kernels k (except for the :class:`WhiteKernel`):
 ``k(X) == K(X, Y=X)``
 
 If only the diagonal of the auto-covariance is being used, the method ``diag()``
 of a kernel can be called, which is more computationally efficient than the
 equivalent call to ``__call__``: ``np.diag(k(X, X)) == k.diag(X)``
 
 Kernels are parameterized by a vector :math:`\theta` of hyperparameters.",Comparison w/ Alternatives
sklearn,"Note that it is common that a small subset of those parameters can have a large
 impact on the predictive or computation performance of the model while others
 can be left to their default values.",Performance Attribute
sklearn,"This is the best practice for evaluating the performance of a
       model with grid search.",Usage Practice
sklearn,* Adding parameters that do not influence the performance does not decrease efficiency.,Purpose & Rationale
sklearn,":class:`RBFSampler` is cheaper to compute, though, making
 use of larger feature spaces more efficient.",Performance Attribute
sklearn,"In
 contrast to :class:`SVR`, fitting :class:`KernelRidge` can be done in
 closed-form and is typically faster for medium-sized datasets.",Comparison w/ Alternatives
sklearn,"On the other
 hand, the learned model is non-sparse and thus slower than SVR, which learns
 a sparse model for :math:`\epsilon > 0`, at prediction-time.",Comparison w/ Alternatives
sklearn,"seven times faster than fitting :class:`SVR`
 (both with grid-search).",Comparison w/ Alternatives
sklearn,"However, prediction of 100000 target values is more
 than three times faster with SVR since it has learned a sparse model using only
 approx.",Comparison w/ Alternatives
sklearn,"Fitting :class:`KernelRidge` is faster than :class:`SVR` for medium-sized
 training sets (less than 1000 samples); however, for larger training sets
 :class:`SVR` scales better.",Comparison w/ Alternatives
sklearn,"With regard to prediction time, :class:`SVR` is
 faster than :class:`KernelRidge` for all sizes of the training set because of
 the learned sparse solution.",Comparison w/ Alternatives
sklearn,"Choice of kernel
 effects both scalability and performance of the algorithms.",Usage Practice
sklearn,The 'lsqr' solver is an efficient algorithm that only works for classification.,Concept
sklearn,"The object works in the same way
 as GridSearchCV except that it defaults to Generalized Cross-Validation
 (GCV), an efficient form of leave-one-out cross-validation::
 
     >>> import numpy as np
     >>> from sklearn import linear_model
     >>> reg = linear_model.RidgeCV(alphas=np.logspace(-6, 6, 13))
     >>> reg.fit([[0, 0], [0, 0], [1, 1]], [0, .1, 1])       # doctest: +NORMALIZE_WHITESPACE
     RidgeCV(alphas=array([1.e-06, 1.e-05, 1.e-04, 1.e-03, 1.e-02, 1.e-01, 1.e+00, 1.e+01,
           1.e+02, 1.e+03, 1.e+04, 1.e+05, 1.e+06]),
             cv=None, fit_intercept=True, gcv_mode=None, normalize=False,
             scoring=None, store_cv_values=False)
     >>> reg.alpha_
     0.01
 
 Specifying the value of the `cv` attribute will trigger the use of
 cross-validation with `GridSearchCV`, for example `cv=10` for 10-fold
 cross-validation, rather than Generalized Cross-Validation.",Concept
sklearn,"However, :class:`LassoLarsCV` has
 the advantage of exploring more relevant values of `alpha` parameter, and
 if the number of samples is very small compared to the number of
 features, it is often faster than :class:`LassoCV`.",Comparison w/ Alternatives
sklearn,"It is a computationally cheaper alternative to find the optimal value of alpha
 as the regularization path is computed only once instead of k+1 times
 when using k-fold cross-validation.","Functionality & Behavior,Implementation Details,Performance Attribute"
sklearn,"It is faster
 than other solvers for large datasets, when both the number of samples and the
 number of features are large.","Usage Practice,Comparison w/ Alternatives"
sklearn,"The ""lbfgs"" solver is recommended for use for
 small data-sets but for larger datasets its performance suffers.",Usage Practice
sklearn,"For large datasets
 the ""saga"" solver is usually faster.",Performance Attribute
sklearn,"For large dataset, you may also consider using :class:`SGDClassifier`
 with 'log' loss, which might be even faster but requires more tuning.",Usage Practice
sklearn,"The ""newton-cg"", ""sag"", ""saga"" and
 ""lbfgs"" solvers are found to be faster for high-dimensional dense data, due
 to warm-starting (see :term:`Glossary <warm_start>`).",Performance Attribute
sklearn,"The last characteristic implies that the Perceptron is slightly faster to
 train than SGD with the hinge loss and that the resulting models are
 sparser.",Comparison w/ Alternatives
sklearn,"* :ref:`HuberRegressor <huber_regression>` should be faster than
     :ref:`RANSAC <ransac_regression>` and :ref:`Theil Sen <theil_sen_regression>`
     unless the number of samples are very large, i.e ``n_samples`` >> ``n_features``.",Comparison w/ Alternatives
sklearn,"* :ref:`RANSAC <ransac_regression>` is faster than :ref:`Theil Sen <theil_sen_regression>`
     and scales much better with the number of samples.",Comparison w/ Alternatives
sklearn,"If the estimated model is not
 needed for identifying degenerate cases, ``is_data_valid`` should be used as it
 is called prior to fitting the model and thus leading to better computational
 performance.",Usage Practice
sklearn,"- :class:`HuberRegressor` should be more efficient to use on data with small number of
   samples while :class:`SGDRegressor` needs a number of passes on the training data to
   produce the same robustness.",Comparison w/ Alternatives
sklearn,"**  Isomap uses
    :class:`sklearn.neighbors.BallTree` for efficient neighbor search.",Implementation Details
sklearn,"The disadvantages to using t-SNE are roughly:
 
 * t-SNE is computationally expensive, and can take several hours on million-sample
   datasets where PCA will finish in seconds or minutes
 * The Barnes-Hut t-SNE method is limited to two or three dimensional embeddings.",Comparison w/ Alternatives
sklearn,"The last parameter, angle,
 is a tradeoff between performance and accuracy.",Functionality & Behavior
sklearn,"Barnes-Hut t-SNE
 ----------------
 
 The Barnes-Hut t-SNE that has been implemented here is usually much slower than
 other manifold learning algorithms.",Comparison w/ Alternatives
sklearn,"The approximation is
   parameterized with the angle parameter, therefore the angle parameter is
   unused when method=""exact""
 * Barnes-Hut is significantly more scalable.",Performance Attribute
sklearn,"Barnes-Hut can be used to embed
   hundred of thousands of data points while the exact method can handle
   thousands of samples before becoming computationally intractable
 
 For visualization purpose (which is the main use case of t-SNE), using the
 Barnes-Hut method is strongly recommended.","Functionality & Behavior, Usage Practice"
sklearn,"(Note that the tf-idf functionality in ``sklearn.feature_extraction.text``
 can produce normalized vectors, in which case :func:`cosine_similarity`
 is equivalent to :func:`linear_kernel`, only slower.)",Comparison w/ Alternatives
sklearn,"Pros and cons of class :class:`GaussianMixture`
 -----------------------------------------------
 
 Pros
 ....
 
 :Speed: It is the fastest algorithm for learning mixture models
 
 :Agnostic: As this algorithm maximizes only the likelihood, it
   will not bias the means towards zero, or bias the cluster sizes to
   have specific structures that might or might not apply.",Performance Attribute
sklearn,"Inference is often notably slower, but not usually as
 much so as to render usage unpractical.",Implementation Details
sklearn,"Cons
 .....
 
 :Speed: the extra parametrization necessary for variational inference make
    inference slower, although not by much.",Implementation Details
sklearn,"Persistence example
 -------------------
 
 It is possible to save a model in scikit-learn by using Python's built-in
 persistence model, namely `pickle <https://docs.python.org/2/library/pickle.html>`_::
 
   >>> from sklearn import svm
   >>> from sklearn import datasets
   >>> clf = svm.SVC(gamma='scale')
   >>> iris = datasets.load_iris()
   >>> X, y = iris.data, iris.target
   >>> clf.fit(X, y)  # doctest: +NORMALIZE_WHITESPACE
   SVC(C=1.0, cache_size=200, class_weight=None, coef0=0.0,
       decision_function_shape='ovr', degree=3, gamma='scale', kernel='rbf',
       max_iter=-1, probability=False, random_state=None, shrinking=True,
       tol=0.001, verbose=False)
 
   >>> import pickle
   >>> s = pickle.dumps(clf)
   >>> clf2 = pickle.loads(s)
   >>> clf2.predict(X[0:1])
   array([0])
   >>> y[0]
   0
 
 In the specific case of scikit-learn, it may be better to use joblib's
 replacement of pickle (``dump`` & ``load``), which is more efficient on
 objects that carry large numpy arrays internally as is often the case for
 fitted scikit-learn estimators, but can only pickle to the disk and not to a
 string::
 
   >>> from joblib import dump, load
   >>> dump(clf, 'filename.joblib') # doctest: +SKIP
 
 Later you can load back the pickled model (possibly in another Python process)
 with::
 
   >>> clf = load('filename.joblib') # doctest:+SKIP
 
 .. note::
 
    ``dump`` and ``load`` functions also accept file-like object
    instead of filenames.","Comparison w/ Alternatives, Usage Practice"
sklearn,"In addition to its computational efficiency (only `n_classes`
 classifiers are needed), one advantage of this approach is its
 interpretability.",Purpose & Rationale
sklearn,"Since it requires to fit ``n_classes * (n_classes - 1) / 2`` classifiers,
 this method is usually slower than one-vs-the-rest, due to its
 O(n_classes^2) complexity.",Comparison w/ Alternatives
sklearn,"The construction of a KD tree is very fast: because partitioning
 is performed only along the data axes, no :math:`D`-dimensional distances
 need to be computed.",Implementation Details
sklearn,"Though the KD tree approach is very fast for low-dimensional (:math:`D < 20`)
 neighbors searches, it becomes inefficient as :math:`D` grows very large:
 this is one manifestation of the so-called ""curse of dimensionality"".",Performance Attribute
sklearn,"This makes tree construction more costly than that of the
 KD tree, but results in a data structure which can be very efficient on 
 highly structured data, even in very high dimensions.",Comparison w/ Alternatives
sklearn,"Because of the spherical geometry of the ball tree nodes, it can out-perform
 a *KD-tree* in high dimensions, though the actual performance is highly
 dependent on the structure of the training data.","Implementation Details,Comparison w/ Alternatives"
sklearn,"For small :math:`D` (less than 20 or so)
     the cost is approximately :math:`O[D\log(N)]`, and the KD tree
     query can be very efficient.",Usage Practice
sklearn,"For larger :math:`D`, the cost increases to nearly :math:`O[DN]`, and
     the overhead due to the tree
     structure can lead to queries which are slower than brute force.",Usage Practice
sklearn,"For small data sets (:math:`N` less than 30 or so), :math:`\log(N)` is
   comparable to :math:`N`, and brute force algorithms can be more efficient
   than a tree-based approach.",Concept
sklearn,"This allows both
   algorithms to approach the efficiency of a brute-force computation for small
   :math:`N`.",Purpose & Rationale
sklearn,"In general, sparser data with a smaller intrinsic
     dimensionality leads to faster query times.",Usage Practice
sklearn,"* *Brute force* query time is largely unaffected by the value of :math:`k`
   * *Ball tree* and *KD tree* query time will become slower as :math:`k`
     increases.",Usage Practice
sklearn,"In this situation, Brute force
   queries can be more efficient.",Comparison w/ Alternatives
sklearn,"Effect of ``leaf_size``
 -----------------------
 As noted above, for small sample sizes a brute force search can be more
 efficient than a tree-based query.",Comparison w/ Alternatives
sklearn,"This parameter choice has many effects:
 
 **construction time**
   A larger ``leaf_size`` leads to a faster tree construction time, because
   fewer nodes need to be created
 
 **query time**
   Both a large or small ``leaf_size`` can lead to suboptimal query cost.",Functionality & Behavior
sklearn,"For ``leaf_size`` approaching 1, the overhead involved in traversing
   nodes can significantly slow query times.","Functionality & Behavior,Performance Attribute"
sklearn,"It can also learn a
 low-dimensional linear projection of data that can be used for data
 visualization and fast classification.",Functionality & Behavior
sklearn,"This method is fast and has
 low variance, but the samples are far from the model distribution.",Performance Attribute
sklearn,"This is inefficient and it is difficult to determine whether the
Markov chain mixes.",Concept
sklearn,"Local Outlier Factor
 --------------------
 Another efficient way to perform outlier detection on moderately high dimensional
 datasets is to use the Local Outlier Factor (LOF) algorithm.","Usage Practice,Functionality & Behavior"
sklearn,".. _random_projection:
 
 ==================
 Random Projection
 ==================
 .. currentmodule:: sklearn.random_projection
 
 The :mod:`sklearn.random_projection` module implements a simple and
 computationally efficient way to reduce the dimensionality of the data by
 trading a controlled amount of accuracy (as additional variance) for faster
 processing times and smaller model sizes.",Functionality & Behavior
sklearn,"Sparse random matrices are an alternative to dense Gaussian random
 projection matrix that guarantees similar embedding quality while being much
 more memory efficient and allowing faster computation of the projected data.","Comparison w/ Alternatives, Functionality & Behavior"
